RD_east,RD_north,latitude,longitude,osm_class,osm_type
93650.0,437350.0,51.9212453029,4.4953761901,place,house
93650.0,437450.0,51.9221440394,4.4953583543,highway,cycleway
93650.0,437550.0,51.9230427757,4.4953405177,place,house
93650.0,437650.0,51.923941512,4.4953226802,highway,secondary
93650.0,437750.0,51.9248402481,4.4953048419,highway,residential
93650.0,437850.0,51.9257389841,4.4952870029,place,house
93650.0,437950.0,51.92663772,4.4952691629,place,house
93650.0,438050.0,51.9275364558,4.4952513222,place,house
93650.0,438150.0,51.9284351915,4.4952334806,place,house
93650.0,438250.0,51.9293339271,4.4952156382,place,house
93650.0,438350.0,51.9302326625,4.495197795,place,house
93650.0,438450.0,51.9311313979,4.495179951,place,house
93650.0,438550.0,51.9320301331,4.4951621061,place,house
93650.0,438650.0,51.9329288682,4.4951442605,place,house
93650.0,438750.0,51.9338276032,4.4951264140000005,highway,footway
93650.0,438850.0,51.9347263381,4.4951085666,amenity,fountain
93750.0,432850.0,51.8808130524,4.4976301467,leisure,pitch
93750.0,432950.0,51.8817117941,4.4976123768,leisure,sports_centre
93750.0,433050.0,51.8826105357,4.4975946061,highway,footway
93750.0,433150.0,51.8835092773,4.4975768346,highway,cycleway
93750.0,433250.0,51.8844080187,4.4975590623,highway,footway
93750.0,433350.0,51.88530676,4.4975412892,amenity,parking
93750.0,433450.0,51.8862055012,4.4975235153,highway,residential
93750.0,433550.0,51.8871042423,4.4975057405,place,house
93750.0,433650.0,51.8880029833,4.4974879649,place,house
93750.0,433750.0,51.8889017241,4.4974701885,place,house
93750.0,433850.0,51.8898004649,4.4974524113,place,house
93750.0,433950.0,51.8906992055,4.4974346333,place,house
93750.0,434050.0,51.8915979461,4.4974168544,place,house
93750.0,434150.0,51.8924966865,4.4973990747,place,house
93750.0,434250.0,51.8933954268,4.4973812942,place,house
93750.0,434350.0,51.8942941671,4.4973635129,place,house
93750.0,434450.0,51.8951929072,4.4973457308,place,house
93750.0,434550.0,51.8960916472,4.4973279478,place,house
93750.0,434650.0,51.896990387,4.4973101641,place,house
93750.0,434750.0,51.8978891268,4.4972923795,amenity,parking
93750.0,434850.0,51.8987878665,4.497274594,place,house
93750.0,434950.0,51.899686606,4.4972568078,place,house
93750.0,435050.0,51.9005853455,4.4972390208,place,house
93750.0,435150.0,51.9014840848,4.4972212329,highway,footway
93750.0,435250.0,51.902382824,4.4972034442,amenity,cafe
93750.0,435350.0,51.9032815631,4.4971856547,shop,mobile_phone
93750.0,435450.0,51.9041803021,4.4971678644,highway,secondary
93750.0,435550.0,51.905079041,4.4971500732,man_made,bridge
93750.0,435650.0,51.9059777798,4.4971322812,office,employment_agency
93750.0,435750.0,51.9068765185,4.4971144884,place,house
93750.0,435850.0,51.907775257,4.4970966948,place,house
93750.0,435950.0,51.9086739955,4.4970789004,highway,pedestrian
93750.0,436050.0,51.9095727338,4.4970611052,place,house
93750.0,436150.0,51.910471472,4.4970433091,leisure,marina
93750.0,436250.0,51.9113702102,4.4970255122,place,house
93750.0,436350.0,51.9122689482,4.4970077145,amenity,taxi
93750.0,436450.0,51.913167686,4.4969899159,highway,cycleway
93750.0,436550.0,51.9140664238,4.4969721166,place,house
93750.0,436650.0,51.9149651615,4.4969543164,highway,pedestrian
93750.0,436750.0,51.915863899,4.4969365154,place,house
93750.0,436850.0,51.9167626365,4.4969187136,man_made,bridge
93750.0,436950.0,51.9176613738,4.496900911,man_made,bridge
93750.0,437050.0,51.918560111,4.4968831075,highway,pedestrian
93750.0,437150.0,51.9194588481,4.4968653032,highway,primary
93750.0,437250.0,51.9203575851,4.4968474981,leisure,marina
93750.0,437350.0,51.921256322,4.4968296922,place,house
93750.0,437450.0,51.9221550587,4.4968118855,shop,bicycle
93750.0,437550.0,51.9230537954,4.4967940779,railway,station
93750.0,437650.0,51.9239525319,4.4967762695,place,house
93750.0,437750.0,51.9248512683,4.4967584603,amenity,school
93750.0,437850.0,51.9257500046,4.4967406503,amenity,place_of_worship
93750.0,437950.0,51.9266487408,4.4967228395,amenity,parking
93750.0,438050.0,51.9275474769,4.4967050278,place,house
93750.0,438150.0,51.9284462129,4.4966872153,highway,secondary
93750.0,438250.0,51.9293449487,4.496669402,place,house
93750.0,438350.0,51.9302436845,4.4966515879,place,house
93750.0,438450.0,51.9311424201,4.4966337729,place,house
93750.0,438550.0,51.9320411556,4.4966159571,place,house
93750.0,438650.0,51.932939891,4.4965981405,place,house
93750.0,438750.0,51.9338386263,4.4965803231,amenity,school
93750.0,438850.0,51.9347373615,4.4965625049,place,house
93850.0,432850.0,51.8808240406,4.499082343,leisure,pitch
93850.0,432950.0,51.8817227827,4.4990646021,highway,cycleway
93850.0,433050.0,51.8826215246,4.4990468605,highway,cycleway
93850.0,433150.0,51.8835202664,4.499029118,place,house
93850.0,433250.0,51.8844190081,4.4990113747,leisure,pitch
93850.0,433350.0,51.8853177497,4.4989936306,amenity,parking
93850.0,433450.0,51.8862164912,4.4989758857,place,house
93850.0,433550.0,51.8871152325,4.4989581399,amenity,drinking_water
93850.0,433650.0,51.8880139738,4.4989403933,place,house
93850.0,433750.0,51.888912715000004,4.4989226460000005,place,house
93850.0,433850.0,51.889811456,4.4989048978,place,house
93850.0,433950.0,51.8907101969,4.4988871487,place,house
93850.0,434050.0,51.8916089378,4.4988693989,place,house
93850.0,434150.0,51.8925076785,4.4988516482,place,house
93850.0,434250.0,51.8934064191,4.4988338968,place,house
93850.0,434350.0,51.8943051596,4.4988161445,place,house
93850.0,434450.0,51.8952039,4.4987983914,place,house
93850.0,434550.0,51.8961026403,4.4987806374,place,house
93850.0,434650.0,51.8970013804,4.4987628827,place,house
93850.0,434750.0,51.8979001205,4.4987451271,highway,secondary
93850.0,434850.0,51.8987988604,4.4987273708,place,house
93850.0,434950.0,51.8996976003,4.4987096136,place,house
93850.0,435050.0,51.90059634,4.4986918555,amenity,parking
93850.0,435150.0,51.9014950796,4.4986740967,place,house
93850.0,435250.0,51.9023938191,4.4986563371,place,house
93850.0,435350.0,51.9032925585,4.4986385766,amenity,parking
93850.0,435450.0,51.9041912978,4.4986208153,amenity,parking
93850.0,435550.0,51.905090037,4.4986030532,place,house
93850.0,435650.0,51.9059887761,4.4985852902,highway,secondary
93850.0,435750.0,51.906887515,4.4985675265,place,house
93850.0,435850.0,51.9077862539,4.4985497619,place,house
93850.0,435950.0,51.9086849926,4.4985319965,place,house
93850.0,436050.0,51.9095837312,4.4985142303,leisure,marina
93850.0,436150.0,51.9104824697,4.4984964633,amenity,restaurant
93850.0,436250.0,51.9113812081,4.4984786955,amenity,waste_basket
93850.0,436350.0,51.9122799464,4.4984609268,highway,cycleway
93850.0,436450.0,51.9131786846,4.4984431573,tourism,attraction
93850.0,436550.0,51.9140774226,4.498425387,leisure,garden
93850.0,436650.0,51.9149761606,4.4984076159,highway,secondary
93850.0,436750.0,51.9158748984,4.498389844,place,house
93850.0,436850.0,51.9167736361,4.4983720712,place,house
93850.0,436950.0,51.9176723738,4.4983542977,highway,pedestrian
93850.0,437050.0,51.9185711113,4.4983365233,highway,pedestrian
93850.0,437150.0,51.9194698486,4.498318748,place,house
93850.0,437250.0,51.9203685859,4.498300972,highway,service
93850.0,437350.0,51.9212673231,4.4982831952,man_made,bridge
93850.0,437450.0,51.9221660601,4.4982654175,leisure,marina
93850.0,437550.0,51.9230647971,4.498247639,highway,tertiary
93850.0,437650.0,51.9239635339,4.4982298597,place,house
93850.0,437750.0,51.9248622706,4.4982120795,amenity,school
93850.0,437850.0,51.9257610072,4.4981942986,leisure,sports_centre
93850.0,437950.0,51.9266597437,4.4981765168,place,house
93850.0,438050.0,51.92755848,4.4981587342000005,place,house
93850.0,438150.0,51.9284572163,4.4981409508,shop,convenience
93850.0,438250.0,51.9293559524,4.4981231666,highway,cycleway
93850.0,438350.0,51.9302546884,4.4981053815,amenity,place_of_worship
93850.0,438450.0,51.9311534244,4.4980875956,place,house
93850.0,438550.0,51.9320521601,4.498069809,place,house
93850.0,438650.0,51.9329508958,4.4980520214,place,house
93850.0,438750.0,51.9338496314,4.4980342331,place,house
93850.0,438850.0,51.9347483669,4.4980164439,place,house
93950.0,432850.0,51.8808350109,4.5005345401,highway,cycleway
93950.0,432950.0,51.8817337532,4.5005168283,place,house
93950.0,433050.0,51.8826324955,4.5004991156,place,house
93950.0,433150.0,51.8835312375,4.5004814022,place,house
93950.0,433250.0,51.8844299795,4.5004636879,place,house
93950.0,433350.0,51.8853287214,4.5004459728,highway,cycleway
93950.0,433450.0,51.8862274632,4.5004282569,place,house
93950.0,433550.0,51.8871262048,4.5004105401,place,house
93950.0,433650.0,51.8880249464,4.5003928226,place,house
93950.0,433750.0,51.8889236878,4.5003751042,place,house
93950.0,433850.0,51.8898224292,4.500357385,place,house
93950.0,433950.0,51.8907211704,4.500339665,place,house
93950.0,434050.0,51.8916199115,4.5003219442,place,house
93950.0,434150.0,51.8925186525,4.5003042226,place,house
93950.0,434250.0,51.8934173934,4.5002865001,place,house
93950.0,434350.0,51.8943161342,4.5002687769,place,house
93950.0,434450.0,51.8952148748,4.5002510528,place,house
93950.0,434550.0,51.8961136154,4.5002333279,amenity,parking
93950.0,434650.0,51.8970123559,4.5002156022,place,house
93950.0,434750.0,51.8979110962,4.5001978756,highway,footway
93950.0,434850.0,51.8988098365,4.5001801483,shop,bicycle
93950.0,434950.0,51.8997085766,4.5001624201,highway,footway
93950.0,435050.0,51.9006073166,4.5001446911,place,house
93950.0,435150.0,51.9015060565,4.5001269613,place,house
93950.0,435250.0,51.9024047963,4.5001092307,place,house
93950.0,435350.0,51.903303536,4.5000914993,highway,cycleway
93950.0,435450.0,51.9042022755,4.500073767,place,house
93950.0,435550.0,51.905101015,4.500056034,place,house
93950.0,435650.0,51.9059997544,4.5000383001,place,house
93950.0,435750.0,51.9068984936,4.5000205654,place,house
93950.0,435850.0,51.9077972327,4.5000028299,place,house
93950.0,435950.0,51.9086959717,4.4999850935,leisure,marina
93950.0,436050.0,51.9095947106,4.4999673564,place,house
93950.0,436150.0,51.9104934494,4.4999496184,leisure,marina
93950.0,436250.0,51.9113921881,4.4999318796,place,house
93950.0,436350.0,51.9122909267,4.4999141400000005,highway,residential
93950.0,436450.0,51.9131896651,4.4998963996,highway,cycleway
93950.0,436550.0,51.9140884035,4.4998786583,highway,service
93950.0,436650.0,51.9149871417,4.4998609162,highway,residential
93950.0,436750.0,51.9158858798,4.4998431734,place,house
93950.0,436850.0,51.9167846179,4.4998254297,building,houseboat
93950.0,436950.0,51.9176833557,4.4998076851,building,houseboat
93950.0,437050.0,51.9185820935,4.4997899398,highway,pedestrian
93950.0,437150.0,51.9194808312,4.4997721937,highway,pedestrian
93950.0,437250.0,51.9203795688,4.4997544467,man_made,bridge
93950.0,437350.0,51.9212783062,4.4997366989,leisure,marina
93950.0,437450.0,51.9221770435,4.4997189503,place,house
93950.0,437550.0,51.9230757808,4.4997012009,place,house
93950.0,437650.0,51.9239745179,4.4996834506,highway,residential
93950.0,437750.0,51.9248732549,4.4996656996,place,house
93950.0,437850.0,51.9257719917,4.4996479477,place,house
93950.0,437950.0,51.9266707285,4.499630195,leisure,pitch
93950.0,438050.0,51.9275694652,4.4996124415,place,house
93950.0,438150.0,51.9284682017,4.4995946871,amenity,parking
93950.0,438250.0,51.9293669381,4.499576932,place,house
93950.0,438350.0,51.9302656744,4.499559176,place,house
93950.0,438450.0,51.9311644106,4.4995414192,man_made,bridge
93950.0,438550.0,51.9320631467,4.4995236616,place,house
93950.0,438650.0,51.9329618827,4.4995059032,place,house
93950.0,438750.0,51.9338606185,4.4994881439,place,house
93950.0,438850.0,51.9347593543,4.4994703838,place,house
94050.0,432850.0,51.8808459633,4.5019867381,place,house
94050.0,432950.0,51.8817447059,4.5019690553,place,house
94050.0,433050.0,51.8826434484,4.5019513716,place,house
94050.0,433150.0,51.8835421907,4.5019336872,place,house
94050.0,433250.0,51.884440933,4.5019160019,place,house
94050.0,433350.0,51.8853396752,4.5018983158,highway,service
94050.0,433450.0,51.8862384172,4.5018806289,highway,service
94050.0,433550.0,51.8871371592,4.5018629412,place,house
94050.0,433650.0,51.888035901,4.5018452526,amenity,parking
94050.0,433750.0,51.8889346427,4.5018275633,place,house
94050.0,433850.0,51.8898333843,4.5018098731,place,house
94050.0,433950.0,51.8907321259,4.5017921821,place,house
94050.0,434050.0,51.8916308673,4.5017744903,place,house
94050.0,434150.0,51.8925296085,4.5017567977,place,house
94050.0,434250.0,51.8934283497,4.5017391043,place,house
94050.0,434350.0,51.8943270908,4.5017214101,place,house
94050.0,434450.0,51.8952258318,4.501703715,place,house
94050.0,434550.0,51.8961245726,4.5016860191,place,house
94050.0,434650.0,51.8970233133,4.5016683225,amenity,parking
94050.0,434750.0,51.897922054,4.501650625,highway,residential
94050.0,434850.0,51.8988207945,4.5016329266,amenity,parking
94050.0,434950.0,51.8997195349,4.5016152275,man_made,bridge
94050.0,435050.0,51.9006182752,4.5015975276,leisure,pitch
94050.0,435150.0,51.9015170154,4.5015798268000005,highway,footway
94050.0,435250.0,51.9024157555,4.5015621252,place,house
94050.0,435350.0,51.9033144954,4.5015444228,place,house
94050.0,435450.0,51.9042132353,4.5015267196,amenity,pharmacy
94050.0,435550.0,51.905111975,4.5015090156,place,house
94050.0,435650.0,51.9060107147,4.5014913107,place,house
94050.0,435750.0,51.9069094542,4.5014736051,place,house
94050.0,435850.0,51.9078081936,4.5014558986,building,houseboat
94050.0,435950.0,51.9087069329,4.5014381913,highway,residential
94050.0,436050.0,51.9096056721,4.5014204832,place,house
94050.0,436150.0,51.9105044112,4.5014027743,place,house
94050.0,436250.0,51.9114031501,4.5013850645,highway,cycleway
94050.0,436350.0,51.912301889,4.501367354,amenity,toilets
94050.0,436450.0,51.9132006277,4.5013496426,place,house
94050.0,436550.0,51.9140993664,4.5013319304,highway,cycleway
94050.0,436650.0,51.9149981049,4.5013142174,highway,service
94050.0,436750.0,51.9158968433,4.5012965036,place,house
94050.0,436850.0,51.9167955816,4.5012787889,amenity,parking
94050.0,436950.0,51.9176943198,4.5012610735,amenity,parking
94050.0,437050.0,51.9185930578,4.5012433572,highway,pedestrian
94050.0,437150.0,51.9194917958,4.5012256401,highway,pedestrian
94050.0,437250.0,51.9203905336,4.5012079222,highway,primary
94050.0,437350.0,51.9212892714,4.5011902035,place,house
94050.0,437450.0,51.922188009,4.5011724839,place,house
94050.0,437550.0,51.9230867465,4.5011547636,amenity,recycling
94050.0,437650.0,51.9239854839,4.5011370424,place,house
94050.0,437750.0,51.9248842212,4.5011193204,leisure,playground
94050.0,437850.0,51.9257829583,4.5011015976,place,house
94050.0,437950.0,51.9266816954,4.501083874,amenity,school
94050.0,438050.0,51.9275804323,4.5010661495,leisure,playground
94050.0,438150.0,51.9284791691,4.5010484243,place,house
94050.0,438250.0,51.9293779058,4.5010306982,place,house
94050.0,438350.0,51.9302766424,4.5010129713,place,house
94050.0,438450.0,51.9311753789,4.5009952436,place,house
94050.0,438550.0,51.9320741153,4.500977515,highway,cycleway
94050.0,438650.0,51.9329728515,4.5009597857,place,house
94050.0,438750.0,51.9338715877,4.5009420555,place,house
94050.0,438850.0,51.9347703237,4.5009243245,place,house
94150.0,432850.0,51.8808568977,4.5034389369,place,house
94150.0,432950.0,51.8817556406,4.5034212831,place,house
94150.0,433050.0,51.8826543833,4.5034036284,place,house
94150.0,433150.0,51.883553126,4.503385973,highway,living_street
94150.0,433250.0,51.8844518686,4.5033683167,place,house
94150.0,433350.0,51.885350611,4.5033506596,place,house
94150.0,433450.0,51.8862493533,4.5033330017,place,house
94150.0,433550.0,51.8871480956,4.503315343,amenity,fountain
94150.0,433650.0,51.8880468377,4.5032976835,place,house
94150.0,433750.0,51.8889455797,4.5032800232,place,house
94150.0,433850.0,51.8898443216,4.503262362,place,house
94150.0,433950.0,51.8907430634,4.5032447001,place,house
94150.0,434050.0,51.8916418051,4.5032270373,place,house
94150.0,434150.0,51.8925405466,4.5032093737,place,house
94150.0,434250.0,51.8934392881,4.5031917093,place,house
94150.0,434350.0,51.8943380294,4.5031740441,place,house
94150.0,434450.0,51.8952367707,4.5031563781,place,house
94150.0,434550.0,51.8961355118,4.5031387112,place,house
94150.0,434650.0,51.8970342529,4.5031210436,place,house
94150.0,434750.0,51.8979329938,4.5031033751,place,house
94150.0,434850.0,51.8988317346,4.5030857058,place,house
94150.0,434950.0,51.8997304753,4.5030680357,leisure,garden
94150.0,435050.0,51.9006292158,4.5030503648,highway,footway
94150.0,435150.0,51.9015279563,4.5030326931,place,house
94150.0,435250.0,51.9024266967,4.5030150205,amenity,parking
94150.0,435350.0,51.9033254369,4.5029973471,leisure,sports_hall
94150.0,435450.0,51.9042241771,4.5029796730000005,highway,secondary
94150.0,435550.0,51.9051229171,4.502961998,place,house
94150.0,435650.0,51.906021657,4.5029443222,place,house
94150.0,435750.0,51.9069203968,4.5029266456,place,house
94150.0,435850.0,51.9078191365,4.5029089681,place,house
94150.0,435950.0,51.9087178761,4.5028912899,amenity,bench
94150.0,436050.0,51.9096166156,4.5028736108,amenity,bench
94150.0,436150.0,51.9105153549,4.502855931,amenity,parking
94150.0,436250.0,51.9114140942,4.5028382503,highway,cycleway
94150.0,436350.0,51.9123128333,4.5028205688,place,house
94150.0,436450.0,51.9132115724,4.5028028864,place,house
94150.0,436550.0,51.9141103113,4.5027852033,place,house
94150.0,436650.0,51.9150090501,4.5027675193,amenity,taxi
94150.0,436750.0,51.9159077888,4.5027498346,highway,pedestrian
94150.0,436850.0,51.9168065274,4.502732149,highway,pedestrian
94150.0,436950.0,51.9177052658,4.5027144626,highway,pedestrian
94150.0,437050.0,51.9186040042,4.5026967754000005,highway,pedestrian
94150.0,437150.0,51.9195027424,4.5026790874,highway,pedestrian
94150.0,437250.0,51.9204014805,4.5026613985,amenity,bench
94150.0,437350.0,51.9213002186,4.5026437089,place,house
94150.0,437450.0,51.9221989565,4.5026260184,amenity,restaurant
94150.0,437550.0,51.9230976942,4.5026083271,place,house
94150.0,437650.0,51.9239964319,4.502590635,place,house
94150.0,437750.0,51.9248951695,4.5025729421,place,house
94150.0,437850.0,51.9257939069,4.5025552483,place,house
94150.0,437950.0,51.9266926443,4.5025375538,place,house
94150.0,438050.0,51.9275913815,4.5025198584,place,house
94150.0,438150.0,51.9284901186,4.5025021622,place,house
94150.0,438250.0,51.9293888556,4.5024844652,place,house
94150.0,438350.0,51.9302875925,4.5024667674,place,house
94150.0,438450.0,51.9311863292,4.5024490688,place,house
94150.0,438550.0,51.9320850659,4.5024313693,place,house
94150.0,438650.0,51.9329838024,4.502413669,highway,footway
94150.0,438750.0,51.9338825388,4.502395968,man_made,bridge
94150.0,438850.0,51.9347812752,4.5023782661,leisure,track
94250.0,432850.0,51.8808678141,4.5048911365,place,house
94250.0,432950.0,51.8817665573,4.5048735117,amenity,fast_food
94250.0,433050.0,51.8826653003,4.504855886,highway,cycleway
94250.0,433150.0,51.8835640433,4.5048382596,highway,cycleway
94250.0,433250.0,51.8844627861,4.5048206323,man_made,tower
94250.0,433350.0,51.8853615289,4.5048030043,place,house
94250.0,433450.0,51.8862602715,4.5047853754,place,house
94250.0,433550.0,51.887159014,4.5047677457,amenity,waste_basket
94250.0,433650.0,51.8880577564,4.5047501152,place,house
94250.0,433750.0,51.8889564987,4.5047324839,place,house
94250.0,433850.0,51.8898552409,4.5047148517,place,house
94250.0,433950.0,51.8907539829,4.5046972188,place,house
94250.0,434050.0,51.8916527249,4.5046795851,place,house
94250.0,434150.0,51.8925514668,4.5046619505,place,house
94250.0,434250.0,51.8934502085,4.5046443151,place,house
94250.0,434350.0,51.8943489501,4.5046266789,place,house
94250.0,434450.0,51.8952476917,4.5046090419,place,house
94250.0,434550.0,51.8961464331,4.5045914041,place,house
94250.0,434650.0,51.8970451744,4.5045737655,place,house
94250.0,434750.0,51.8979439156,4.504556126,place,house
94250.0,434850.0,51.8988426567,4.5045384858,place,house
94250.0,434950.0,51.8997413977,4.5045208447,amenity,parking
94250.0,435050.0,51.9006401385,4.5045032028,place,house
94250.0,435150.0,51.9015388793,4.5044855601,place,house
94250.0,435250.0,51.9024376199,4.5044679166,amenity,parking
94250.0,435350.0,51.9033363605,4.5044502723,highway,secondary
94250.0,435450.0,51.9042351009,4.5044326272,highway,footway
94250.0,435550.0,51.9051338412,4.5044149812,place,house
94250.0,435650.0,51.9060325814,4.5043973345,place,house
94250.0,435750.0,51.9069313215,4.5043796869,place,house
94250.0,435850.0,51.9078300615,4.5043620385,amenity,parking
94250.0,435950.0,51.9087288014,4.5043443893,place,house
94250.0,436050.0,51.9096275411,4.5043267393,highway,pedestrian
94250.0,436150.0,51.9105262808,4.5043090885,place,house
94250.0,436250.0,51.9114250203,4.5042914368,place,house
94250.0,436350.0,51.9123237597,4.5042737844,place,house
94250.0,436450.0,51.913222499,4.5042561311,place,house
94250.0,436550.0,51.9141212382,4.504238477,place,house
94250.0,436650.0,51.9150199773,4.5042208221,place,house
94250.0,436750.0,51.9159187163,4.5042031664,place,house
94250.0,436850.0,51.9168174551,4.5041855099,highway,pedestrian
94250.0,436950.0,51.9177161939,4.5041678526,man_made,pier
94250.0,437050.0,51.9186149325,4.5041501944,highway,unclassified
94250.0,437150.0,51.9195136711,4.5041325354,highway,cycleway
94250.0,437250.0,51.9204124095,4.5041148757,place,house
94250.0,437350.0,51.9213111478,4.5040972151,place,house
94250.0,437450.0,51.922209886,4.5040795537000005,place,house
94250.0,437550.0,51.923108624,4.5040618914,place,house
94250.0,437650.0,51.924007362,4.5040442284,place,house
94250.0,437750.0,51.9249060998,4.5040265645,amenity,parking
94250.0,437850.0,51.9258048376,4.5040088999,place,house
94250.0,437950.0,51.9267035752,4.5039912344,place,house
94250.0,438050.0,51.9276023127,4.5039735681,place,house
94250.0,438150.0,51.9285010501,4.503955901,place,house
94250.0,438250.0,51.9293997874,4.5039382331,place,house
94250.0,438350.0,51.9302985245,4.5039205643,leisure,garden
94250.0,438450.0,51.9311972616,4.5039028948,place,house
94250.0,438550.0,51.9320959985,4.5038852244,place,house
94250.0,438650.0,51.9329947353,4.5038675532,place,house
94250.0,438750.0,51.933893472,4.5038498812,leisure,marina
94250.0,438850.0,51.9347922086,4.5038322084,place,house
94350.0,432850.0,51.8808787126,4.5063433369,place,house
94350.0,432950.0,51.881777456100004,4.5063257411,place,house
94350.0,433050.0,51.8826761994,4.5063081445,place,house
94350.0,433150.0,51.8835749426,4.506290547,highway,tertiary
94350.0,433250.0,51.8844736857,4.5062729488,amenity,community_centre
94350.0,433350.0,51.8853724288,4.5062553497,place,house
94350.0,433450.0,51.8862711717,4.5062377499,highway,tertiary
94350.0,433550.0,51.8871699145,4.5062201492,highway,cycleway
94350.0,433650.0,51.8880686571,4.5062025477,place,house
94350.0,433750.0,51.8889673997,4.5061849454,place,house
94350.0,433850.0,51.8898661422,4.5061673423,highway,bus_stop
94350.0,433950.0,51.8907648845,4.5061497384,place,house
94350.0,434050.0,51.8916636268,4.5061321336,place,house
94350.0,434150.0,51.8925623689,4.5061145281,place,house
94350.0,434250.0,51.893461111,4.5060969217,place,house
94350.0,434350.0,51.8943598529,4.5060793146,place,house
94350.0,434450.0,51.8952585947,4.5060617066,amenity,pub
94350.0,434550.0,51.8961573364,4.5060440978,amenity,restaurant
94350.0,434650.0,51.897056078,4.5060264882,place,house
94350.0,434750.0,51.8979548195,4.5060088778,place,house
94350.0,434850.0,51.8988535608,4.5059912666,place,house
94350.0,434950.0,51.8997523021,4.5059736545,highway,residential
94350.0,435050.0,51.9006510432,4.5059560417,highway,residential
94350.0,435150.0,51.9015497843,4.505938428,highway,residential
94350.0,435250.0,51.9024485252,4.5059208136,amenity,parking
94350.0,435350.0,51.903347266,4.5059031983,place,house
94350.0,435450.0,51.9042460067,4.5058855822,place,house
94350.0,435550.0,51.9051447473,4.5058679653,place,house
94350.0,435650.0,51.9060434878,4.5058503476,place,house
94350.0,435750.0,51.9069422282,4.505832729,amenity,parking
94350.0,435850.0,51.9078409685,4.5058151097,place,house
94350.0,435950.0,51.9087397086,4.5057974895,place,house
94350.0,436050.0,51.9096384487,4.5057798686,place,house
94350.0,436150.0,51.9105371886,4.5057622468,place,house
94350.0,436250.0,51.9114359284,4.5057446242,place,house
94350.0,436350.0,51.9123346681,4.5057270008,place,house
94350.0,436450.0,51.9132334077,4.5057093766,place,house
94350.0,436550.0,51.9141321472,4.5056917516,highway,service
94350.0,436650.0,51.9150308866,4.5056741257,highway,service
94350.0,436750.0,51.9159296258,4.5056564991,highway,service
94350.0,436850.0,51.916828365,4.5056388716,highway,service
94350.0,436950.0,51.917727104,4.5056212433,highway,unclassified
94350.0,437050.0,51.9186258429,4.5056036142,highway,unclassified
94350.0,437150.0,51.9195245817,4.5055859843,highway,primary
94350.0,437250.0,51.9204233204,4.5055683536,man_made,bridge
94350.0,437350.0,51.921322059,4.5055507221,highway,footway
94350.0,437450.0,51.9222207975,4.5055330897,place,house
94350.0,437550.0,51.9231195358,4.5055154566,place,house
94350.0,437650.0,51.9240182741,4.5054978226,place,house
94350.0,437750.0,51.9249170122,4.5054801878,man_made,pier
94350.0,437850.0,51.9258157502,4.5054625522,place,house
94350.0,437950.0,51.926714488100004,4.5054449158,leisure,garden
94350.0,438050.0,51.9276132259,4.5054272786,amenity,bench
94350.0,438150.0,51.9285119636,4.5054096406,amenity,restaurant
94350.0,438250.0,51.9294107011,4.5053920017,place,house
94350.0,438350.0,51.9303094386,4.5053743621,place,house
94350.0,438450.0,51.9312081759,4.5053567216,amenity,school
94350.0,438550.0,51.9321069131,4.5053390803,place,house
94350.0,438650.0,51.9330056503,4.5053214382,highway,secondary
94350.0,438750.0,51.9339043872,4.5053037953,leisure,marina
94350.0,438850.0,51.9348031241,4.5052861516,amenity,parking
94450.0,432850.0,51.8808895932,4.5077955381,place,house
94450.0,432950.0,51.8817883369,4.5077779713,place,house
94450.0,433050.0,51.8826870805,4.5077604037,place,house
94450.0,433150.0,51.883585824,4.5077428353,amenity,place_of_worship
94450.0,433250.0,51.8844845674,4.5077252660000005,highway,pedestrian
94450.0,433350.0,51.8853833107,4.507707696,place,house
94450.0,433450.0,51.8862820539,4.5076901251,place,house
94450.0,433550.0,51.887180797,4.5076725535,place,house
94450.0,433650.0,51.8880795399,4.507654981,place,house
94450.0,433750.0,51.8889782828,4.5076374077,place,house
94450.0,433850.0,51.8898770255,4.5076198336,place,house
94450.0,433950.0,51.8907757682,4.5076022587,place,house
94450.0,434050.0,51.8916745107,4.507584683,place,house
94450.0,434150.0,51.8925732531,4.5075671065,place,house
94450.0,434250.0,51.8934719955,4.5075495292,place,house
94450.0,434350.0,51.8943707377,4.507531951,place,house
94450.0,434450.0,51.8952694798,4.5075143721,place,house
94450.0,434550.0,51.8961682217,4.5074967923,place,house
94450.0,434650.0,51.8970669636,4.5074792117,place,house
94450.0,434750.0,51.8979657054,4.5074616304,place,house
94450.0,434850.0,51.898864447,4.5074440482,place,house
94450.0,434950.0,51.8997631886,4.5074264652,place,house
94450.0,435050.0,51.90066193,4.5074088813,place,house
94450.0,435150.0,51.9015606713,4.5073912967,leisure,playground
94450.0,435250.0,51.9024594125,4.5073737113,highway,secondary
94450.0,435350.0,51.9033581536,4.507356125,amenity,parking
94450.0,435450.0,51.9042568946,4.507338538,place,house
94450.0,435550.0,51.9051556355,4.5073209501000004,place,house
94450.0,435650.0,51.9060543763,4.5073033615,place,house
94450.0,435750.0,51.9069531169,4.507285772,highway,secondary
94450.0,435850.0,51.9078518575,4.5072681817,amenity,school
94450.0,435950.0,51.9087505979,4.5072505906,place,house
94450.0,436050.0,51.9096493382,4.5072329986,place,house
94450.0,436150.0,51.9105480785,4.5072154059,place,house
94450.0,436250.0,51.9114468186,4.5071978124,place,house
